id,time_created,time_updated,user_id,order_id,is_closed
557825736,2022-11-13 18:58:11.607,2022-11-13 18:58:11.607,1843031567,1177766341,false
1517351616,2022-11-13 17:28:34.529,2022-11-13 18:58:11.604,1843031567,1651684681,true
1500299942,2022-11-13 17:14:23.426,2022-11-13 18:58:11.599,1843031567,1151875265,true
509754038,2022-11-13 16:18:00.649,2022-11-13 18:58:11.595,1843031567,1720431839,true
995322648,2022-11-13 15:54:55.548,2022-11-13 18:58:11.591,1843031567,642599144,true
488553177,2022-11-13 14:01:58.202,2022-11-13 18:58:11.587,1843031567,1858401951,true
1189656087,2022-11-12 21:33:34.352,2022-11-13 18:58:11.583,1843031567,1485586464,true
944458209,2022-11-12 21:33:19.091,2022-11-13 18:58:11.579,1843031567,1528086349,true
361538643,2022-11-12 15:16:58.745,2022-11-13 18:58:11.573,1843031567,1409910627,true
784155272,2022-11-12 13:12:37.195,2022-11-13 18:58:11.569,1843031567,1562530141,true
454007315,2022-11-11 21:16:16.9,2022-11-13 18:58:11.565,1843031567,866605585,true
618082938,2022-11-12 13:10:19.759,2022-11-13 18:58:11.561,1843031567,792109043,true
1835660237,2022-11-12 15:09:53.29,2022-11-13 18:58:11.558,1843031567,333696581,true
729479735,2022-11-12 19:41:17.839,2022-11-13 18:58:11.555,1843031567,719509529,true
1812190646,2022-11-12 21:33:27.878,2022-11-13 18:58:11.552,1843031567,1502202888,true
1659331532,2022-11-12 21:42:45.528,2022-11-13 18:58:11.549,1843031567,979531071,true
1090346747,2022-11-13 14:02:33.359,2022-11-13 18:58:11.546,1843031567,901224999,true
279972120,2022-11-13 16:17:07.333,2022-11-13 18:58:11.541,1843031567,596632442,true
236170487,2022-11-13 17:11:20.702,2022-11-13 18:58:11.539,1843031567,1827122128,true
616163703,2022-11-13 17:27:12.062,2022-11-13 18:58:11.536,1843031567,271995883,true
1908935110,2022-11-13 18:56:47.175,2022-11-13 18:58:11.533,1843031567,408464583,true
1748835757,2022-11-13 18:56:32.533,2022-11-13 18:56:32.533,1690794268,0,false
1129957392,2022-11-13 18:48:29.484,2022-11-13 18:48:29.484,406500776,0,false
738647048,2022-11-13 18:46:33.491,2022-11-13 18:46:33.491,1555464603,0,false
1467744603,2022-11-13 18:44:35.297,2022-11-13 18:44:35.297,1412255942,0,false
1815022272,2022-11-13 17:51:52.299,2022-11-13 17:51:52.299,1431827948,0,false
1562537750,2022-11-13 17:40:31.693,2022-11-13 17:51:52.297,1431827948,0,true
914173550,2022-11-13 14:03:48.925,2022-11-13 17:51:52.292,1431827948,0,true
1896096079,2022-11-12 15:18:38.098,2022-11-13 17:51:52.287,1431827948,338867786,true
1744861066,2022-11-12 15:18:36.305,2022-11-13 17:51:52.284,1431827948,1546873798,true
1004904152,2022-11-12 15:17:22.325,2022-11-13 17:51:52.281,1431827948,1287573898,true
1839463280,2022-11-12 15:17:20.659,2022-11-13 17:51:52.276,1431827948,1916854952,true
1553210676,2022-11-11 21:14:44.108,2022-11-13 17:51:52.271,1431827948,486000271,true
1055865444,2022-11-12 15:17:22.131,2022-11-13 17:51:52.268,1431827948,603017095,true
482037715,2022-11-12 15:17:27.307,2022-11-13 17:51:52.265,1431827948,1160792736,true
309005410,2022-11-12 15:18:37.903,2022-11-13 17:51:52.262,1431827948,415424861,true
1597438987,2022-11-12 15:19:48.538,2022-11-13 17:51:52.258,1431827948,1687007098,true
1373399324,2022-11-13 17:33:33.304,2022-11-13 17:51:52.255,1431827948,0,true
379709875,2022-11-13 17:44:08.744,2022-11-13 17:51:52.249,1431827948,0,true
287508238,2022-11-13 17:28:48.582,2022-11-13 17:28:48.582,1839885286,0,false
1348220683,2022-11-13 17:23:17.534,2022-11-13 17:28:48.578,1839885286,0,true
339942045,2022-11-13 13:47:37.92,2022-11-13 17:28:48.575,1839885286,436136499,true
1498631173,2022-11-13 13:42:55.163,2022-11-13 17:28:48.571,1839885286,637287111,true
848043025,2022-11-13 13:23:33.517,2022-11-13 17:28:48.568,1839885286,908695078,true
1703862684,2022-11-13 13:23:13.887,2022-11-13 17:28:48.563,1839885286,1818042832,true
1239274054,2022-11-13 13:04:40.822,2022-11-13 17:28:48.56,1839885286,897098778,true
360885790,2022-11-13 12:37:47.374,2022-11-13 17:28:48.557,1839885286,1312509633,true
1577536201,2022-11-13 12:31:19.655,2022-11-13 17:28:48.553,1839885286,1463637666,true
492299610,2022-11-11 21:09:42.919,2022-11-13 17:28:48.549,1839885286,1170962540,true
1145081802,2022-11-11 20:31:57.532,2022-11-13 17:28:48.546,1839885286,1892486719,true
1708352411,2022-11-11 20:29:44.002,2022-11-13 17:28:48.542,1839885286,0,true
1598647024,2022-11-11 20:44:13.911,2022-11-13 17:28:48.539,1839885286,1831775306,true
1107290107,2022-11-11 21:16:04.248,2022-11-13 17:28:48.537,1839885286,691589528,true
1641262754,2022-11-13 12:35:49.931,2022-11-13 17:28:48.535,1839885286,1860504231,true
1727110414,2022-11-13 12:50:20.086,2022-11-13 17:28:48.532,1839885286,258344636,true
1200893772,2022-11-13 13:23:10.928,2022-11-13 17:28:48.529,1839885286,1774453806,true
239480386,2022-11-13 13:23:15.447,2022-11-13 17:28:48.526,1839885286,528517373,true
288286562,2022-11-13 13:30:14.531,2022-11-13 17:28:48.524,1839885286,549099650,true
1668916489,2022-11-13 13:45:08.577,2022-11-13 17:28:48.521,1839885286,1249957876,true
654647012,2022-11-13 13:59:17.879,2022-11-13 17:28:48.519,1839885286,0,true
1795370579,2022-11-13 17:28:07.14,2022-11-13 17:28:48.511,1839885286,0,true
918301285,2022-11-13 14:01:41.846,2022-11-13 14:01:41.846,1425625679,0,false
480453375,2022-11-13 14:00:51.458,2022-11-13 14:01:41.844,1425625679,0,true
750495224,2022-11-13 14:01:19.795,2022-11-13 14:01:41.837,1425625679,0,true
964874715,2022-11-13 13:29:52.404,2022-11-13 13:29:52.404,222473843,0,false
1390892648,2022-11-13 12:26:35.05,2022-11-13 12:26:35.05,1553635846,0,false
1602751549,2022-11-12 21:15:56.875,2022-11-12 21:15:56.875,360867414,0,false
1927049689,2022-11-12 21:15:41.876,2022-11-12 21:15:41.876,1528602645,0,false
1400493151,2022-11-12 20:37:41.494,2022-11-12 20:37:41.494,1595946452,0,false
459547426,2022-11-12 20:36:56.094,2022-11-12 20:36:56.094,1146833318,0,false
1754451416,2022-11-12 20:34:58.973,2022-11-12 20:34:58.973,1098571294,0,false
763817441,2022-11-12 19:47:21.215,2022-11-12 19:47:21.215,1280677814,0,false
1293950391,2022-11-12 19:42:27.027,2022-11-12 19:42:27.027,292007527,0,false
1275964017,2022-11-12 19:37:28.729,2022-11-12 19:37:28.729,399392498,0,false
962386780,2022-11-12 19:23:21.03,2022-11-12 19:23:21.03,1042440695,0,false
402272710,2022-11-12 19:08:07.653,2022-11-12 19:08:07.653,881726481,0,false
492523250,2022-11-12 18:10:53.861,2022-11-12 18:10:53.861,332177191,0,false
1692538865,2022-11-12 18:07:31.904,2022-11-12 18:07:31.904,393387873,0,false
614708853,2022-11-12 16:48:20.395,2022-11-12 16:48:20.395,325761711,0,false
1341276021,2022-11-12 16:40:24.846,2022-11-12 16:40:24.846,1550951155,0,false
406196458,2022-11-09 18:48:53.555,2022-11-09 18:48:53.555,1424338471,1226121183,false
1251926793,2022-11-09 18:33:47.981,2022-11-09 18:48:53.553,1424338471,1862112031,true
1229674232,2022-11-09 18:32:48.941,2022-11-09 18:48:53.551,1424338471,0,true
1151958074,2022-11-09 18:46:22.786,2022-11-09 18:48:53.548,1424338471,1569374607,true
